team_name,members
Founding Fathers (Earth-616),"['Alexander Hamilton (Earth-616)', 'Benjamin Franklin (Earth-616)', 'Francis Key (Earth-616)', 'George Washington (Earth-616)', 'James Jackson (Earth-616)', 'James Madison (Earth-616)', 'James Monroe (Earth-616)', 'John Adams (Earth-616)', 'John Hancock (Earth-616)', 'John Skinner (Earth-616)', 'Robert Livingston (Earth-616)', 'Thomas Jefferson (Earth-616)', 'William Beanes (Earth-616)']"
United States Marine Corps (Earth-616),"['Adam Brashear (Earth-616)', 'Adam Carter (Earth-616)', 'Adriana Soria (Earth-616)', 'Al Levin (Earth-616)', 'Andrew Perlmutter (Earth-616)', 'Anti-Cap (Earth-616)', 'Barry Thorn (Earth-616)', 'Benjamin Grimm (Earth-616)', 'Buck Banner (Earth-616)', 'Burt Kenyon (Earth-616)', 'Carlton Stricklan (Earth-616)', 'Charles Ulysses (Earth-616)', 'Clayton Cortez (Earth-616)', 'Cleve Gorman (Earth-616)', 'Commander Morton (Earth-616)', 'Conner Sims (Earth-616)', 'David Keeton (Earth-616)', 'Eric Payne (Earth-616)', 'Frank Castle (Earth-616)', 'Gabriel Vargas (Earth-616)', 'Gullivar Jones (Earth-616)', 'Harold Kenkoy (Earth-616)', 'Harold Ullman (Earth-616)', 'Hassle (Earth-616)', 'Howard Medinnus (Earth-616)', 'Howard Ogden (Earth-616)', 'Jacques Larocque (Earth-616)', 'James McPherson (Earth-616)', 'James Rhodes (Earth-616)', 'James Scully (Earth-616)', 'Jason Macendale Jr. (Earth-616)', 'Jay Little Bear (Earth-616)', 'Jay Prentiss (Earth-616)', 'John Kowalski (Earth-616)', 'John Proudstar (Earth-616)', 'John Walsh (Earth-616)', 'Joseph Perrett (Earth-616)', 'Joshua Coop (Earth-616)', 'Keith Dekker (Earth-616)', 'Kevin Burke (Earth-616)', 'Lee Baker (Earth-616)', 'Lee Harvey Oswald (Earth-616)', 'Lee Inoguchi (Earth-616)', 'Lester Paley (Earth-616)', 'Marc Spector (Earth-616)', 'Maria Hill (Earth-616)', 'Mario Castiglione (Earth-616)', 'Mechanic (Reiss) (Earth-616)', 'Michael Janes (Earth-616)', 'Michael Labash (Earth-616)', 'Michael McGraw (Earth-616)', 'Mike Hauley (Earth-616)', 'Mike Santini (Earth-616)', 'Milo Fields (Earth-616)', 'Olaf (USMC) (Earth-616)', 'Oliver North (Earth-616)', 'Paul Provenzano (Earth-616)', 'Quincy Jefferson (Earth-616)', 'Rachel Cole (Earth-616)', 'Ray Schoonover (Earth-616)', 'Richard von Burian (Earth-616)', 'Rock Murdock (Earth-616)', 'Roy Stone (Earth-616)', 'Sam Yates (Earth-616)', 'Scuttlebutt Stacy (Earth-616)', 'Simon Savage (Earth-616)', 'Steve Bronson (Earth-616)', 'Victor Slaughter (Earth-616)', 'William Blake (Glow-Worm) (Earth-616)', 'William Carver (Earth-616)', 'William Pope (Earth-616)']"
Priests of Pama (Space Phantoms) (Earth-616),[]
Coterie (Earth-616),"['Brother Royal (Earth-616)', 'Sharon Carter (Coterie) (Earth-616)']"
Coalition for an Upstanding America (Earth-616),"['James Winston McArthur (Earth-616)', 'Jimmy McArthur (Earth-616)']"
Disciples of Cyttorak (Earth-616),['Cain Marko (Earth-616)']
Circus of Crime (Old West) (Earth-616),"['Bennington Brown (Earth-616)', 'Blade Benson (Earth-616)', 'Captain Corbett (Earth-616)', 'Don Hertz (Earth-616)', 'Jules Bergen (Earth-616)', 'Lee Portman (Earth-616)', 'Mister Marvel (Earth-616)', 'Sawyer (Circus of Crime) (Earth-616)', 'Tumbling Turners (Earth-616)']"
Dino Men (Earth-616),[]
Avengers Unity Division (Earth-616),"['Alexander Summers (Earth-616)', 'Emily Guerrero (Earth-616)', 'Henry McCoy (Earth-616)', 'James Howlett (Earth-616)', 'Janet Van Dyne (Earth-616)', 'Jericho Drumm (Earth-616)', 'Jonathan Storm (Earth-616)', 'Nathan Summers (Earth-616)', 'Peter Parker (Earth-616)', 'Pietro Maximoff (Earth-616)', 'Rogue (Anna Marie) (Earth-616)', 'Samuel Wilson (Earth-616)', 'Shiro Yoshida (Earth-616)', 'Simon Williams (Earth-616)', 'Steven Rogers (Earth-616)', 'Steven Rogers (Earth-61311)', 'Thor Odinson (Earth-616)', 'Victor Creed (Earth-616)', 'Vision (Earth-616)', 'Wade Wilson (Earth-616)', 'Walter Newell (Earth-616)', 'Wanda Maximoff (Earth-616)']"
Connecticut State Police (Earth-616),[]
Sunset Riders (Earth-616),"['Matthew Hawk (Earth-616)', 'Running Fish (Earth-616)']"
Huns (Biker Gang) (Earth-616),['John Coulson (Earth-616)']
Minnesota Inhuman Community (Earth-616),"['Jaycen (Earth-616)', 'Martin (Inhuman) (Earth-616)', 'Raymond (Inhuman) (Earth-616)']"
Four Muses (Eurth) (Earth-616),"['Prester John (Johann) (Earth-616)', 'Stranger (Cosmic Being) (Earth-616)', 'Thomas Gideon (Earth-616)', 'Tim (Eurth) (Earth-616)']"
Golden Claws (Earth-616),[]
Soviet Super-Troopers (Earth-616),[]
University of Atlantis (Earth-616),"['Leviathan (Whalesong) (Earth-616)', 'Whalesong (Earth-616)']"
Slingers (Earth-616),"['Cassie St. Commons (Earth-616)', 'Edward McDonough (Earth-616)', 'Johnathon Gallo (Earth-616)', 'Richard Gilmore (Earth-616)', 'Silas Burr (Earth-616)']"
Sons of the Serpent (Heroes Reborn) (Earth-616),"['Nicholas Fury (LMD, Heroes Reborn) (Earth-616)']"
Skrull Slavers (Earth-616),"['Gragnon (Earth-616)', 'Horio (Earth-616)', 'Rekxor (Earth-616)', 'Sebastian (Skrull) (Earth-616)', 'Slave-Master (Earth-616)']"
Euro-Trash (Earth-616),"['Ali Al-Zubaidi (Earth-616)', 'Brad Bentley (Earth-616)', 'Günter Gross (Earth-616)', 'Makiko Morioka (Earth-616)', 'Preston Allen (Earth-616)']"
ACME Atomics Corporation (Earth-616),[]
Celts,[]
Gnucci Crime Family (Earth-616),"['Carlo Gnucci (Earth-616)', 'Dino Gnucci (Earth-616)', 'Edward Gnucci (Earth-616)', 'Edward Lau (Earth-616)', 'Harry Thornton (Earth-616)', 'Isabella Carmela Magdalena Gnucci (Earth-616)', 'Joe Malizia (Earth-616)', 'Joe Small (Earth-616)', 'Peter Gnucci (Earth-616)', 'Robert Gnucci (Earth-616)', 'Stevie Gnucci (Earth-616)']"
Stark Enterprises (Earth-616),"['Ed Deal (Earth-616)', 'Kenjiro Fujikawa (Earth-616)', 'Tom Kavanagh (Earth-616)']"
Hag Wart Clan (Earth-616),[]
Mayhem Organization (Earth-616),"['Mister Magic (Earth-616)', 'Mister Mayhem (Earth-616)', 'Mister Mind (Earth-616)', 'Mister Muscles (Earth-616)']"
Batroc's Brigade (Earth-616),"['Alexander Gentry (Earth-616)', 'Alfonso Lopez (Earth-616)', 'Arthur Parks (Earth-616)', 'David Cannon (Earth-616)', 'Ferdinand Lopez (Earth-616)', 'Georges Batroc (Earth-616)', 'Machete (Female) (Earth-616)', 'Mariano Lopez (Earth-616)', 'Maximillian Zaran (Earth-616)', 'Roussel Dupont (Earth-616)']"
Shadow Council (Earth-616),"['Aloysius Thorndrake (Earth-616)', 'Arnim Zola 4.2.3 (Earth-616)', 'John Steele (American Soldier) (Earth-616)', 'Max Fury (Earth-616)']"
Morlocks (Earth-616),"['Alex (Morlock) (Earth-616)', 'Angie Williams (Earth-616)', 'Annalee (Earth-616)', 'Ape (Morlock) (Earth-616)', 'Arthur Maddicks (Earth-616)', 'Ash (Morlocks) (Earth-616)', 'Beautiful Dreamer (Morlock) (Earth-616)', 'Bertram (Earth-616)', 'Bliss (Morlock) (Earth-616)', 'Blow-Hard (Earth-616)', 'Bouncer (Morlock) (Earth-616)', 'Brain Cell (Kevin) (Earth-616)', 'Brian Dunlop (Earth-616)', 'Brute (Morlock) (Earth-616)', 'Bulk (Earth-616)', 'Caliban (Earth-616)', 'Callisto (Earth-616)', 'Carapace (Earth-616)', 'Carver (Morlock) (Earth-616)', 'Chicken Wings (Earth-616)', 'Cybelle (Earth-616)', ""D'Gard (Earth-616)"", 'Delphi (Morlock) (Earth-616)', 'Ed (Morlock) (Earth-616)', 'Ent (Earth-616)', 'Erg (Earth-616)', 'Eva (Earth-616)', 'Ever (Earth-616)', 'Fever Pitch (Earth-616)', 'Fugue (Morlock) (Earth-616)', 'Gabriel Cohuelo (Earth-616)', 'Glow Worm (Earth-616)', 'Grimlock (Earth-616)', 'Groonk (Earth-616)', 'Healer (Morlock) (Earth-616)', 'Hemingway (Earth-616)', 'Henry McCoy (Earth-295)', 'Hump (Earth-616)', 'Integer (Earth-616)', 'Irving (Morlock) (Earth-616)', 'Jo (Morlock) (Earth-616)', 'Joe Bugs (Earth-616)', 'Joey (Morlock) (Earth-616)', 'Jonothon Starsmore (Earth-616)', 'Leech (Earth-616)', 'Lightning Bug (Morlock) (Earth-616)', 'Litterbug (Earth-616)', 'Loss (Gene Nation) (Earth-616)', 'Lucia Callasantos (Earth-616)', 'Madin (Earth-616)', 'Maria Callasantos (Earth-616)', 'Marilou (Earth-616)', 'Mark Hallett (Earth-616)', 'Marked Man (Earth-616)', 'Marrow (Sarah) (Earth-616)', 'Masque (Earth-616)', 'Matchstick Girl (Earth-616)', 'Membrain (Earth-616)', 'MeMe (Morlock) (Earth-616)', 'Mikhail Rasputin (Earth-616)', 'Mole (Morlock) (Earth-616)', 'Monte (Earth-616)', 'Mother Inferior (Earth-616)', 'Opsidian (Earth-616)', 'Ororo Munroe (Earth-616)', 'Pester (Earth-616)', 'Piper (Morlock) (Earth-616)', 'Pixie (Morlock) (Earth-616)', 'Plague (Earth-616)', 'Poser (Earth-616)', 'Qwerty (Earth-616)', 'Ray Carter (Earth-616)', 'Revelation (Earth-616)', 'Reverb (Earth-616)', 'Sally Blevins (Earth-616)', 'Samson (Morlock) (Earth-616)', 'Scaleface (Earth-616)', 'Soteira (Morlock) (Earth-616)', 'Strigor (Earth-616)', 'Tar Baby (Earth-616)', 'Tether (Earth-616)', 'Tobe (Earth-616)', 'Tommy (Morlock) (Earth-616)', 'Vessel (Earth-616)', ""Warren Worthington III (Masque's Doppelganger) (Earth-616)"", 'Wynter (Earth-616)', 'Zeek (Earth-616)']"
Unforgiven Dead (Earth-616),"['Artys-Gran (Earth-616)', 'Socus (Earth-616)', 'Suma-Ket (Earth-616)']"
Warpies (Earth-616),"['Aberdeen Angus (Earth-616)', 'AC-DC (Earth-616)', 'Beetroot (Earth-616)', 'Bison (Warpies) (Earth-616)', 'Butane (Earth-616)', 'Cabbage (Earth-616)', 'Celery (Earth-616)', 'Cherub Whirlwind (Earth-616)', 'Chili (Warpies) (Earth-616)', 'Chlorine (Warpies) (Earth-616)', 'Cyanide (Earth-616)', 'Damson (Warpies) (Earth-616)', 'Fern (Earth-616)', 'Ferret (Warpies) (Earth-616)', 'Giggles (Earth-616)', 'Gourd (Warpies) (Earth-616)', 'Graphite (Warpies) (Earth-616)', 'Hal (Warpies) (Earth-616)', 'Iris (Warpies) (Earth-616)', 'James Christian (Earth-616)', 'Kobold (Warpies) (Earth-616)', 'Lens (Warpies) (Earth-616)', 'Lodestone (Warpies) (Earth-616)', 'Lump (Warpies) (Earth-616)', 'Malachite (Warpies) (Earth-616)', 'Memo (Warpies) (Earth-616)', 'Moley (Warpies) (Earth-616)', 'Mustard (Warpies) (Earth-616)', 'Nettle (Earth-616)', 'Oak (Warpie) (Earth-616)', 'Ocelot (Warpies) (Earth-616)', 'Parsnip (Warpies) (Earth-616)', 'Peanut (Warpies) (Earth-616)', 'Peccary (Warpies) (Earth-616)', 'Peeping Tom (Earth-616)', 'Pumice (Earth-616)', 'Quill (Warpies) (Earth-616)', 'Ramora (Earth-616)', 'Salt (Warpies) (Earth-616)', 'Scan (Earth-616)', 'Scope (Warpies) (Earth-616)', 'Shrew (Warpies) (Earth-616)', 'Silkworm (Warpies) (Earth-616)', 'Siren (Warpies) (Earth-616)', 'Skink (Warpies) (Earth-616)', 'Sky Pilots (Earth-616)', 'Snap (Warpies) (Earth-616)', 'Sonar (Warpies) (Earth-616)', 'Spasm (Earth-616)', 'Sponge (Earth-616)', 'Static (Warpies) (Earth-616)', 'Syphon (Warpies) (Earth-616)', 'Weasel (Warpies) (Earth-616)']"
White Gorilla Cult (Earth-616),"['Baron Macabre (Earth-616)', ""Ce'Athauna Asira Davin (Earth-616)"", ""M'Baku (Earth-616)"", 'Mandla (Earth-616)', ""N'Gamo (Earth-616)"", 'White Gorilla (WWII) (Earth-616)']"
Biohack Ninja (Earth-616),[]
Pick Axis (Earth-616),[]
Fallen (Team) (Earth-616),"['Atrocity (Earth-616)', 'Embyrre (Earth-616)', 'Foundry (Blood) (Earth-616)', 'Metarchus (Earth-616)', 'Patriarch (Earth-616)', 'Ranter (Earth-616)', 'Rubach (Earth-616)', 'Semiramis (Earth-616)', 'Zarathos (Earth-616)']"
Silver Bullet Gang (Earth-616),[]
Hellfire Academy (Earth-616),"['Broo (Earth-616)', 'Dog Logan (Earth-616)', 'Idie Okonkwo (Earth-616)', 'Infestation (Earth-616)', 'Kade Kilgore (Earth-616)', 'Karl Lykos (Earth-616)', 'Krakoas (Hellfire Academy) (Earth-616)', 'Lord Deathstrike (Earth-616)', 'Manuel Enduque (Earth-616)', 'Martin Preston (Earth-616)', 'Maximilian Frankenstein (Earth-616)', 'Mondo (Mojoverse)', 'Mortimer Toynbee (Earth-616)', 'Mudbug (Earth-616)', 'Owen Backes (Earth-616)', 'Paige Guthrie (Earth-616)', 'Philistine (Earth-616)', 'Quintavius Quire (Earth-616)', 'Raven Darkholme (Earth-616)', 'Robert Herman (Earth-616)', 'Shingen Harada II (Earth-616)', 'Snot (Earth-616)', 'Victor Creed (Earth-616)', 'Wilhelmina Kensington (Earth-616)', 'Xanto Starblood (Earth-616)']"
Serval Industries (Earth-616),"['Anton Wexler (Earth-616)', 'Barry Huff (Earth-928)', 'Danger (Earth-616)', 'Douglas Ramsey (Earth-616)', 'Georgia Dakei (Earth-616)', 'Harrison Snow (Earth-928)', 'Linda Kwan (Earth-616)', 'Lorna Dane (Earth-616)', 'Pietro Maximoff (Earth-616)', 'Remy LeBeau (Earth-616)', 'Teddy (Serval) (Earth-616)', 'Terrance Hoffman (Earth-616)', 'Warlock (Technarch) (Earth-616)']"
Omega Flight (Heroes) (Earth-616),"['Beta Ray Bill (Earth-616)', 'Boxx (Earth-616)', 'Elizabeth Twoyoungmen (Earth-616)', 'Jonathan Walker (Earth-616)', 'Julia Carpenter (Earth-616)', 'Kingdom (Earth-616)', 'Michael Pointer (Earth-616)', 'Validator (Earth-616)', 'Walter Langkowski (Earth-616)', 'Wendigo (Omega Flight) (Earth-616)']"
Shaolin Scientist Squad (Earth-616),['Ran Shen (Earth-616)']
Drug Lords (Earth-616),"['Felicia Beyer (Earth-616)', 'Frederick Pemberton (Earth-616)', 'Jack Wiley (Earth-616)', 'Yoshi Nagai (Earth-616)']"
High Tribunal (Watchers) (Earth-616),[]
Black Spectre (Criminal Organization) (Earth-616),"['Jerome Beechman (Earth-616)', 'Keniuchio Harada (Earth-616)', 'Natalia Romanova (Earth-616)', 'Nekra Sinclair (Earth-616)']"
Redfield Electronics (Earth-616),"['James Redfield (Earth-616)', 'Paul Conklin (Earth-616)', 'Thermal Man (Earth-616)']"
Portland Fire and Rescue (Earth-616),[]
Project Delta (Earth-616),"['Agent L-14B (Earth-616)', 'Clay Quartermain (LMD) (Earth-616)', 'Councilman Four (Deltite) (Earth-616)', 'Councilman Three (Deltite) (Earth-616)', 'Deltite (Earth-616)', 'Deltite (Female) (Earth-616)', 'Eric Koenig (LMD) (Earth-616)', 'Jack Rollins (LMD) (Earth-616)', 'James Woo (LMD) (Earth-616)', 'Jasper Sitwell (LMD) (Earth-616)', 'Kathleen Neville (Earth-616)', 'Madame Hydra Six (Earth-616)', 'Red (Deltite) (Earth-616)']"
Elite Roxxon Strike Team (Earth-616),['Dario Agger (Earth-616)']
Serpents (Earth-616),[]
Caretakers of Arcturus (Earth-616),"['Kammar (Earth-616)', 'Ular (Earth-616)', 'Zoltar (Earth-616)']"
Mighty Avengers (Cage) (Earth-616),"['Adam Brashear (Earth-616)', 'Ava Ayala (Earth-616)', 'Constance Molina (Earth-616)', 'David Griffith (Earth-616)', 'Eric Brooks (Earth-616)', 'Jennifer Walters (Earth-616)', 'Jessica Jones (Earth-616)', 'Kaluu (Earth-616)', 'Luke Cage (Earth-616)', 'Monica Rambeau (Earth-616)', 'Otto Octavius (Earth-616)', 'Peter Parker (Earth-616)', 'Ruby Neal (Earth-616)', 'Samuel Wilson (Earth-616)', 'Soraya Khorasani (Earth-616)', 'Víctor Álvarez (Earth-616)']"
Hyena Clan (Earth-616),"['Aardwolf (Hyena Clan) (Earth-616)', 'Jakarra (Earth-616)']"
Minions' International Liberation Front (Earth-616),['Redshirt (Earth-616)']
Remnants (Heroes Reborn) (Earth-616),"['Mary Rina (Heroes Reborn) (Earth-616)', 'Sterling (Heroes Reborn) (Earth-616)', 'Super-Adaptoid (Heroes Reborn) (Earth-616)', 'Swordsman (Heroes Reborn) (Earth-616)', ""T'Dogo (Heroes Reborn) (Earth-616)""]"
Michael Air (Earth-616),['Frank Gianelli (Earth-616)']
M.E.N. from S.H.A.D.O.W. (Earth-616),[]
Bones 'n Bailey Circus (Earth-616),"['Bones (Earth-616)', 'Shorty (Earth-616)']"
Alchemax (Earth-616),"['Bellona (The Sisters) (Earth-616)', 'Captain Mooney (Earth-616)', 'Doctor Steven (Earth-616)', 'Elizabeth Allan (Earth-616)', 'Gabrielle Kinney (Earth-616)', 'Heno (Earth-616)', 'Hugo Campbell (Earth-616)', 'Jason Rubinstein (Earth-616)', 'Julia Fontana (Earth-616)', 'Leonora Yoon (Earth-616)', 'Longo (Earth-616)', 'MacDonald Gargan (Earth-616)', 'Mark Raxton (Earth-616)', ""Miguel O'Hara (Earth-928)"", 'Norman Harold Osborn (Earth-616)', 'Norman Osborn (Earth-616)', 'Ozkar Waters (Earth-616)', 'Robert Chandler (Earth-616)', 'Tiberius Stone (Earth-616)', 'Togar (Earth-616)', 'X23 3PAR (The Sisters) (Earth-616)', 'Zelda (The Sisters) (Earth-616)']"
Pollen Nation (Earth-616),[]
Latverian Liberation Front (Earth-616),[]
Dark Council (Earth-616),"['Amora (Earth-616)', 'Bitterhand (Earth-616)', 'Dario Agger (Earth-616)', 'Laufey (Earth-616)', 'Loki Laufeyson (Ikol) (Earth-616)', 'Malekith (Earth-616)', 'Queen of Angels (Earth-616)', 'Sindr (Earth-616)', 'Ulik (Earth-616)']"
Yao-Ai Industries (Earth-616),[]
Masters of Evil West Coast (Earth-616),"['Derek Bishop (Earth-616)', 'Edward Lavell (Earth-616)', 'Eleanor Bishop (Earth-616)', 'Franklin Hall (Earth-616)', 'Giuletta Nefaria (Earth-616)', 'M.O.D.O.K. Superior (Earth-616)', 'Maki Matsumoto (Earth-616)', 'Noh-Varr (Earth-200080)', 'Satana Hellstrom (Earth-616)']"
Riot Squad (Earth-616),"['Burt Horowitz (Earth-616)', 'Craig Saunders Jr. (Earth-616)', 'Diane Davids (Earth-616)', 'Jason McCall (Earth-616)', 'Jess Harrison (Earth-616)', 'Louis Lembert (Earth-616)', 'Samuel John LaRoquette (Earth-616)', 'Samuel Sterns (Earth-616)', 'Thaddeus Ross (Earth-616)']"
Bureau 18 (Earth-616),"['Anthony Druid (Earth-616)', 'R.G. Mathieson (Earth-616)']"
United States Army (Counter-Earth) (Earth-616),['Barney Roberts (Counter-Earth) (Earth-616)']
Trinity of Ashes (Earth-616),"['Griefsavor (Earth-616)', 'Mother-of-Pain (Earth-616)', 'Ygmlosvorraich (Earth-616)']"
Starforce (Earth-616),"['Ard-Con (Earth-616)', 'Att-Lass (Earth-616)', 'Cadmi-M (Earth-616)', ""Cal'syee Neramani (Earth-616)"", 'Inndig-O (Earth-616)', 'Korath-Thak (Earth-616)', 'Major-L (Earth-616)', 'Minn-Erva (Earth-616)', 'Roco-Bai (Earth-616)', 'Ronan (Earth-616)', 'Seruly-N (Earth-616)', 'Supreme Intelligence (Earth-616)', 'Yond-R (Earth-616)']"
Seven Wizards of Wan Tengri (Earth-616),"['Black Wizard (Earth-616)', 'Blue Wizard (Earth-616)', 'Golden Wizard (Earth-616)', 'Green Wizard (Earth-616)', 'Red Wizard (Earth-616)', 'Violet Wizard (Earth-616)']"
Seraphim (Akah Ma'at) (Earth-616),['Shamhat Saraswati (Earth-616)']
Gemini (Team) (Earth-616),"['Brandon Blake (Earth-616)', 'Debra Crovi (Earth-616)', 'Gabriel Caine (Earth-616)', 'Iman Dashire (Earth-616)', 'Nicholas Blake (Earth-616)']"
Exterminators (Spider-Man foes) (Earth-616),"['Aleksei Sytsevich (Earth-616)', 'Dmitri Smerdyakov (Earth-616)', 'Ebenezer Laughton (Earth-616)', 'Fritz von Meyer (Earth-616)', 'Jackson Arvad (Earth-616)', 'Mark Raxton (Earth-616)', 'Maxwell Dillon (Earth-616)']"
Humanitech Robotics Inc. (Earth-616),[]
Grumpy's Gang (Earth-616),['Grumpy (Earth-616)']
Heroes for Hire (Power Man & Iron Fist) (Earth-616),"['Ava Ayala (Earth-616)', 'Cletus Evans (Earth-616)', 'Daniel Rand (Earth-616)', ""Daniel Rand (H'ylthri) (Earth-616)"", 'Gadget (Earth-616)', 'Jennifer Royce (Earth-616)', 'Jeryn Hogarth (Earth-616)', 'Keith Augustin (Earth-616)', 'Luke Cage (Earth-616)', 'Señor Mágico (Earth-616)', 'Víctor Álvarez (Earth-616)']"
Inca Empire,[]
Blackbird Security (Earth-616),[]
Atlantean Army (Earth-616),"['Arkus (Earth-616)', 'Dakkor (Earth-616)', 'Folma (Earth-616)', 'Harla (Earth-616)', 'Jadda (Earth-616)', 'Kida (Earth-616)', 'Lerza (Earth-616)', 'Lucas (Atlantean) (Earth-616)', 'Mara (Atlantean) (Earth-616)', 'Mel (Earth-616)', 'Namor McKenzie (Earth-616)', 'Opistho (Earth-616)', 'Sarna (Atlantean) (Earth-616)', 'Tama (Atlantean) (Earth-616)']"
Mannites (Earth-616),"['Beautiful Dreamer (Mannites) (Earth-616)', 'Darco (Earth-616)', 'Glub (Earth-616)', 'Grace (Mannite) (Earth-616)', 'Headcase (Mannite) (Earth-616)', 'Nina (Mannite) (Earth-616)', 'Totem (Mannite) (Earth-616)']"
Sabretooth Hounds (Earth-616),[]
Snow Globe Holiday Decoration Supply (Earth-616),[]
Stones (Earth-616),[]
Secret Disciples of Strange (Earth-616),"['Jiao (Earth-616)', 'Konstantin (Earth-616)', 'Mamen (Earth-616)']"
Warheads (Earth-616),"['Athena (Warheads) (Earth-616)', 'Che (Earth-616)', 'Diana Rogers (Earth-616)', ""Gregory O'Sullivan (Earth-616)"", 'Leona McBride (Earth-616)', 'Matt Travers (Earth-616)', 'Misha Bushida (Earth-616)', 'Perez (Earth-616)', 'Stacy Arnheim (Earth-616)', 'Tigon Liger (Earth-616)']"
X-Men Training Squads (Earth-616),['Laura Kinney (Earth-616)']
Cheemuzwa Tribe (Earth-616),['Light Horse (Earth-616)']
Exto Clan (Earth-616),[]
Podunk Slam (Earth-616),[]
Grapplers (Earth-616),"['Anita Ehren (Earth-616)', 'Ann Fraley (Earth-616)', 'Capriole (Earth-616)', 'Davida DeVito (Earth-616)', 'Dawn Middlebury (Earth-616)', 'Deb Lowry (Earth-616)', 'Hellen Feliciano (Earth-616)', 'Kendra Louise Price (Earth-616)', 'Lanie (Earth-616)', 'Marian Pouncy (Earth-616)', 'Melissa Gold (Earth-616)', 'Robin Braxton (Earth-616)', 'Sandy Stalmaster (Earth-616)', 'Susan Hayakawa (Earth-616)', 'Vivian Dolan (Earth-616)']"
Champions of Anamelech (Earth-616),[]
United Nations Peacekeeping Forces (Earth-616),['Tom Gormin (Earth-616)']
International Criminal Police Organization (Earth-616),"['Allison Kemp (Earth-616)', 'Cuba', 'Daniel Peyer (Earth-616)', 'Gabriel Stacy (Earth-616)', 'Inspector Gertsch (Earth-616)', 'Patrick Lipton (Earth-616)', 'Samson Buchanan (Earth-616)', 'Sarah Stacy (Earth-616)', 'Sean Cassidy (Earth-616)']"
Brood Mutants (Earth-616),"['Blindside (Brood) (Earth-616)', 'Brickbat (Earth-616)', 'Dive-Bomber (Earth-616)', 'Harry Palmer (Earth-616)', 'Robert Delgado (Earth-616)']"
City of New York Department of Correction (Earth-616),['Warden Pike (Earth-616)']
Cadre K (Earth-616),"['Charles Xavier (Earth-616)', 'Fiz (Earth-616)', 'Goroth (Earth-616)', 'Nuro (Earth-616)', ""R'tee (Earth-616)"", 'Spunje (Earth-616)', ""Z'Cann (Earth-616)""]"
1400 Club (Earth-616),"['Amelia Chen (Earth-616)', 'Battlescar (Earth-616)', 'Cyber-Hunters (Earth-616)', 'Dead Aim (Earth-616)', 'Death Squad (Foreigner) (Earth-616)', 'Foreigner (Earth-616)', 'Kirk Donaghue (Earth-616)', 'Nicholas Powell (Earth-616)', 'Pulse (Death Squad) (Earth-616)', 'Silence (Death Squad) (Earth-616)', 'Swift (Death Squad) (Earth-616)', 'Warfare (Earth-616)', 'Warzone (Mercenary) (Earth-616)', 'Whisper (Death Squad) (Earth-616)']"
Seraphim (Angels) (Earth-616),[]
Champions of Los Angeles (Earth-616),"['Hercules Panhellenios (Earth-616)', 'Johnathon Blaze (Earth-616)', 'Laynia Petrovna (Earth-616)', 'Natalia Romanova (Earth-616)', 'Robert Drake (Earth-616)', 'Warren Worthington III (Earth-616)', 'William Foster (Earth-616)']"
